Na'vi,IPA,Part of speech,English,Audio URL,Audio local URL
tsawl,[t͡sawl],adj. ,"big (in size), tall",https://s.learnnavi.org/audio/vocab/2364.mp3,2364.mp3
tsawl slu,[ˈt͡sawl ˈsl·u],vin. ,grow,https://s.learnnavi.org/audio/vocab/3920.mp3,3920.mp3
tsawlapx,[ˈt͡saw.lap'],n. ,"unidelta tree, lit. tall large root",https://s.learnnavi.org/audio/vocab/13170.mp3,13170.mp3
tsawlapxangrr,[ˈt͡saw.la.p'a.ŋṛ],n. ,"unidelta tree, lit. tall large root",https://s.learnnavi.org/audio/vocab/2368.mp3,2368.mp3
tsawlhì',[t͡sawl.ˈhɪʔ],n. ,size,https://s.learnnavi.org/audio/vocab/5984.mp3,5984.mp3
tsawlultxa,[t͡sawl.ul.ˈt'a],n. ,"large gathering, conference",https://s.learnnavi.org/audio/vocab/8936.mp3,8936.mp3
tsawn,[t͡s·awn],vtr. ,gather growing food from the forest; pick; harvest (in agriculture),https://s.learnnavi.org/audio/vocab/11836.mp3,11836.mp3
tsawng,[t͡s·awŋ],vin. ,"shatter, break into pieces",https://s.learnnavi.org/audio/vocab/13149.mp3,13149.mp3
tsawsngem,[t͡saw.ˈsŋɛm],adj. ,muscular,https://s.learnnavi.org/audio/vocab/10504.mp3,10504.mp3
tsawtsray,[ˈt͡saw.t͡sɾaj],n. ,small or medium-sized city,https://s.learnnavi.org/audio/vocab/13039.mp3,13039.mp3
tse,[t͡sɛ],part. ,well (conversation starter),https://s.learnnavi.org/audio/vocab/4340.mp3,4340.mp3
tse'a,[t͡s·ɛ.ˈʔ·a],vtr. ,see (physical sense),https://s.learnnavi.org/audio/vocab/2376.mp3,2376.mp3
tse'atswo,[t͡sɛ.ˈʔa.t͡swo],n. ,"(sense of) sight, vision",https://s.learnnavi.org/audio/vocab/9412.mp3,9412.mp3
tseltsul,[ˈt͡sɛl.t͡sul],n. ,"whitewater rapids (countable, but only rarely)",https://s.learnnavi.org/audio/vocab/9060.mp3,9060.mp3
tseng,[t͡sɛŋ],n. ,place,https://s.learnnavi.org/audio/vocab/2380.mp3,2380.mp3
tsenga,[ˈt͡sɛ.ŋa],conj. ,"where, place where",https://s.learnnavi.org/audio/vocab/9756.mp3,9756.mp3
tsenge,[ˈt͡sɛ.ŋɛ],n. ,place,https://s.learnnavi.org/audio/vocab/2381.mp3,2381.mp3
tsengo,[ˈt͡sɛ.ŋo],pn. ,somewhere,https://s.learnnavi.org/audio/vocab/4188.mp3,4188.mp3
tsengpe,[ˈt͡sɛŋ.pɛ],inter. ,where,https://s.learnnavi.org/audio/vocab/2384.mp3,2384.mp3
Tsenu,[ˈt͡sɛ.nu],prop.n. ,female Na'vi,https://s.learnnavi.org/audio/vocab/13093.mp3,13093.mp3
tseo,[ˈt͡sɛ.o],n. ,art,https://s.learnnavi.org/audio/vocab/2388.mp3,2388.mp3
tseotu,[ˈt͡sɛ.o.tu],n. ,artist (generic term),https://s.learnnavi.org/audio/vocab/10536.mp3,10536.mp3
tseri,[ˈt͡s·ɛ.ɾ·i],vtr. ,"note, notice",https://s.learnnavi.org/audio/vocab/10360.mp3,10360.mp3
tsewtx,[t͡sɛwt'],adj. ,dirty,https://s.learnnavi.org/audio/vocab/5228.mp3,5228.mp3
tsìk,[t͡sɪk̚],adv. ,"suddenly, without warning",https://s.learnnavi.org/audio/vocab/8280.mp3,8280.mp3
tsiki,[ˈt͡si.ki],n. ,reef tick,https://s.learnnavi.org/audio/vocab/13027.mp3,13027.mp3
tsìlpey,[t͡sɪl.ˈpɛj],n. ,hope (abstract concept),https://s.learnnavi.org/audio/vocab/9584.mp3,9584.mp3
tsìltsan,[t͡sɪl.ˈt͡san],n. ,"good (abstract concept), goodness",https://s.learnnavi.org/audio/vocab/11216.mp3,11216.mp3
tsim,[t͡sim],n. ,source,https://s.learnnavi.org/audio/vocab/4552.mp3,4552.mp3
tsin,[t͡sin],n. ,"nail, claw",https://s.learnnavi.org/audio/vocab/10960.mp3,10960.mp3
tsìng,[t͡sɪŋ],num. ,four,https://s.learnnavi.org/audio/vocab/4308.mp3,4308.mp3
tsìpxì,[t͡sɪ.ˈp'ɪ],n. ,one-fourth,https://s.learnnavi.org/audio/vocab/13159.mp3,13159.mp3
Tsireya,[t͡si.ˈɾɛj.a],prop.n. ,female of the Metkayina Clan,https://s.learnnavi.org/audio/vocab/13094.mp3,13094.mp3
tsìsyì,[ˈt͡s·ɪ.sj·ɪ],vin. ,whisper,https://s.learnnavi.org/audio/vocab/8060.mp3,8060.mp3
tsìve,[ˈt͡sɪ.vɛ],adj. ,fourth (ordinal),https://s.learnnavi.org/audio/vocab/5616.mp3,5616.mp3
Tskaha,[ˈt͡ska.ha],prop.n. ,Na'vi Clan name,https://s.learnnavi.org/audio/vocab/13095.mp3,13095.mp3
tskalep,[ˈt͡ska.lɛp̚],n. ,crossbow,https://s.learnnavi.org/audio/vocab/2404.mp3,2404.mp3
tskawr,[t͡sk·awɾ],vin. ,limp,https://s.learnnavi.org/audio/vocab/12967.mp3,12967.mp3
tsko,[t͡sko],n. ,bow (weapon),https://s.learnnavi.org/audio/vocab/2408.mp3,2408.mp3
tsko swizaw,[t͡sko swi.ˈzaw],n. ,bow and arrow,https://s.learnnavi.org/audio/vocab/2412.mp3,2412.mp3
tskxaytsyìp,[ˈt͡sk'aj.t͡sjɪp̚],n. ,hail,https://s.learnnavi.org/audio/vocab/7380.mp3,7380.mp3
tskxe,[t͡sk'ɛ],n. ,"rock, stone",https://s.learnnavi.org/audio/vocab/2416.mp3,2416.mp3
tskxekeng,[ˈt͡sk'ɛ.kɛŋ],n. ,"training, exercise",https://s.learnnavi.org/audio/vocab/2420.mp3,2420.mp3
tskxekeng si,[ˈt͡sk'ɛ.kɛŋ ˈs·i],vin. ,"exercise, train",https://s.learnnavi.org/audio/vocab/6852.mp3,6852.mp3
tskxepay,[ˈt͡sk'ɛ.paj],n. ,ice,https://s.learnnavi.org/audio/vocab/7384.mp3,7384.mp3
tskxevi,[ˈt͡sk'ɛ.vi],n. ,"pebble, small stone polished smooth by natural forces",https://s.learnnavi.org/audio/vocab/10408.mp3,10408.mp3
tslam,[t͡sl·am],vtr. ,understand,https://s.learnnavi.org/audio/vocab/2424.mp3,2424.mp3
tsleng,[t͡slɛŋ],adj. ,FALSE,https://s.learnnavi.org/audio/vocab/2428.mp3,2428.mp3
tslolam,[t͡slo.ˈlam],intj. ,"get it, I understand",https://s.learnnavi.org/audio/vocab/2432.mp3,2432.mp3
tsmi,[t͡smi],n. ,nectar,https://s.learnnavi.org/audio/vocab/10644.mp3,10644.mp3
tsmìm,[t͡smɪm],n. ,"track, trace (of animal or person)",https://s.learnnavi.org/audio/vocab/7956.mp3,7956.mp3
tsmisnrr,[ˈt͡smi.snṛ],n. ,"bladder lantern, nectar lantern",https://s.learnnavi.org/audio/vocab/10648.mp3,10648.mp3
tsmuk,[t͡smuk̚],n. ,sibling,https://s.learnnavi.org/audio/vocab/2436.mp3,2436.mp3
tsmukan,[ˈt͡smu.kan],n. ,brother,https://s.learnnavi.org/audio/vocab/2444.mp3,2444.mp3
tsmuke,[ˈt͡smu.kɛ],n. ,sister,https://s.learnnavi.org/audio/vocab/2448.mp3,2448.mp3
tsmuktu,[ˈt͡smuk.tu],n. ,sibling,https://s.learnnavi.org/audio/vocab/2440.mp3,2440.mp3
tsngal,[t͡sŋal],n. ,cup,https://s.learnnavi.org/audio/vocab/2456.mp3,2456.mp3
tsngan,[t͡sŋan],n. ,meat obtained from terrestial animals,https://s.learnnavi.org/audio/vocab/4624.mp3,4624.mp3
tsngawpay,[ˈt͡sŋaw.paj],n. ,tears,https://s.learnnavi.org/audio/vocab/8500.mp3,8500.mp3
tsngawpayvi,[ˈt͡sŋaw.paj.vi],n. ,teardrop,https://s.learnnavi.org/audio/vocab/8504.mp3,8504.mp3
tsngawvìk,[ˈt͡sŋ·aw.v·ɪk̚],vin. ,"cry, weep",https://s.learnnavi.org/audio/vocab/3924.mp3,3924.mp3
tsngem,[t͡sŋɛm],n. ,muscle,https://s.learnnavi.org/audio/vocab/10500.mp3,10500.mp3
tsnì,[t͡snɪ],sbd. ,that (function word),https://s.learnnavi.org/audio/vocab/2452.mp3,2452.mp3
tson,[t͡son],n. ,"obligation, duty, imposed requirement",https://s.learnnavi.org/audio/vocab/10156.mp3,10156.mp3
tsong,[t͡soŋ],n. ,valley,https://s.learnnavi.org/audio/vocab/8564.mp3,8564.mp3
tsongropx,[ˈt͡soŋ.ɾop'],n. ,"hole, cavity, excavation with a bottom (visible or presumed)",https://s.learnnavi.org/audio/vocab/9724.mp3,9724.mp3
tsongtsyìp,[ˈt͡soŋ.t͡sjɪp̚],n. ,dimple,https://s.learnnavi.org/audio/vocab/8568.mp3,8568.mp3
tsonta,[ˈt͡son.ta],conj. ,to (with kxìm),https://s.learnnavi.org/audio/vocab/10168.mp3,10168.mp3
tsopì,[ˈt͡so.pɪ],n. ,lung,https://s.learnnavi.org/audio/vocab/4516.mp3,4516.mp3
tspang,[t͡sp·aŋ],vtr. ,kill,https://s.learnnavi.org/audio/vocab/2460.mp3,2460.mp3
tspìng,[t͡spɪŋ],n. ,austrapede,https://s.learnnavi.org/audio/vocab/11024.mp3,11024.mp3
tsranten,[ˈt͡sɾ·an.t·ɛn],vin. ,"matter, be of importance",https://s.learnnavi.org/audio/vocab/2464.mp3,2464.mp3
tsray,[t͡sɾaj],n. ,village,https://s.learnnavi.org/audio/vocab/4556.mp3,4556.mp3
tsre'i,[ˈt͡sɾ·ɛ.ʔ·i],vtr. ,throw,https://s.learnnavi.org/audio/vocab/3928.mp3,3928.mp3
tsrul,[t͡sɾul],n. ,nest; protected area serving as the home of Pandoran fauna,https://s.learnnavi.org/audio/vocab/9728.mp3,9728.mp3
tstal,[t͡stal],n. ,knife,https://s.learnnavi.org/audio/vocab/4628.mp3,4628.mp3
tstalsena,[ˈt͡stal.sɛ.na],n. ,knife sheath,https://s.learnnavi.org/audio/vocab/10056.mp3,10056.mp3
tstew,[t͡stɛw],adj. ,brave,https://s.learnnavi.org/audio/vocab/2468.mp3,2468.mp3
tstu,[t͡stu],adj. ,"closed, shut, overcast (for cloudy skies)",https://s.learnnavi.org/audio/vocab/5252.mp3,5252.mp3
tstu säpi,[ˈt͡stu sæ.ˌp·i],vin. ,"close oneself, close by itself, close on its own",https://s.learnnavi.org/audio/vocab/13168.mp3,13168.mp3
tstu si,[ˈt͡stu ˈs·i],vin. ,close,https://s.learnnavi.org/audio/vocab/3932.mp3,3932.mp3
tstunkem,[ˈt͡stun.kɛm],n. ,"favor, act of kindness (usually pronounced tstungkem)",https://s.learnnavi.org/audio/vocab/13145.mp3,13145.mp3
tstunkem si,[ˈt͡stun.kɛm s·i],vin. ,do a favor,https://s.learnnavi.org/audio/vocab/13146.mp3,13146.mp3
tstunkemtsyìp,[ˈt͡stuŋ.kɛm.t͡sjɪp̚],n. ,little favor,https://s.learnnavi.org/audio/vocab/13147.mp3,13147.mp3
tstunwi,[ˈt͡stun.wi],adj. ,"kind, thoughtful, considerate",https://s.learnnavi.org/audio/vocab/6196.mp3,6196.mp3
tstxa'a,[ˈt͡st'a.ʔa],n. ,canalyd,https://s.learnnavi.org/audio/vocab/5688.mp3,5688.mp3
tstxo,[t͡st'o],n. ,name,https://s.learnnavi.org/audio/vocab/2472.mp3,2472.mp3
tstxolì'u,[ˈt͡st'o.lɪ.ʔu],n. ,noun,https://s.learnnavi.org/audio/vocab/4684.mp3,4684.mp3
tstxolì'ukìngvi,[t͡st'o.ˈlɪʔ.u.kɪŋ.vi],n. ,noun phrase (phrase whose pivotal or central word is a noun),https://s.learnnavi.org/audio/vocab/11376.mp3,11376.mp3
tsu'o,[ˈt͡su.ʔo],n. ,ability,https://s.learnnavi.org/audio/vocab/8764.mp3,8764.mp3
Tsu'tey,[t͡suʔ.ˈtɛj],prop.n. ,male of the Omatikaya Clan,https://s.learnnavi.org/audio/vocab/13096.mp3,13096.mp3
tsukanom,[t͡su.ˈka.nom],adj. ,"available, obtainable",https://s.learnnavi.org/audio/vocab/13244.mp3,13244.mp3
tsuksìm,[ˈt͡suk.sɪm],n. ,chin,https://s.learnnavi.org/audio/vocab/4488.mp3,4488.mp3
tsuktswa',[t͡suk.ˈt͡swaʔ],adj. ,forgettable,https://s.learnnavi.org/audio/vocab/7356.mp3,7356.mp3
tsukx,[t͡s·uk'],vtr. ,stab,https://s.learnnavi.org/audio/vocab/11360.mp3,11360.mp3
tsukyom,[t͡suk.ˈjom],adj. ,edible,https://s.learnnavi.org/audio/vocab/7348.mp3,7348.mp3
tsulfä,[t͡sul.ˈfæ],n. ,mastery,https://s.learnnavi.org/audio/vocab/5548.mp3,5548.mp3
tsulfä si,[t͡sul.ˈfæ ˈs·i],vin. ,master,https://s.learnnavi.org/audio/vocab/5552.mp3,5552.mp3
tsulfätu,[t͡sul.ˈfæ.tu],n. ,"master of an art, craft, or skill, expert",https://s.learnnavi.org/audio/vocab/5544.mp3,5544.mp3
tsulfätunay,[t͡sul.fæ.tu.ˈnaj],n. ,nearmaster,https://s.learnnavi.org/audio/vocab/9656.mp3,9656.mp3
Tsumongwi,[t͡su.moŋ.wi],prop.n. ,original name for the Omatikaya,https://s.learnnavi.org/audio/vocab/13097.mp3,13097.mp3
tsun,[t͡s·un],vim. ,"can, be able",https://s.learnnavi.org/audio/vocab/2476.mp3,2476.mp3
tsunslu,[ˈt͡s·un.sl·u],vin. ,"may, be possible",https://s.learnnavi.org/audio/vocab/3936.mp3,3936.mp3
tsupx,[t͡s·up'],vtr. ,"scratch harmfully, as with a claw",https://s.learnnavi.org/audio/vocab/13205.mp3,13205.mp3
tsurokx,[t͡s·u.ˈɾ·ok'],vin. ,rest,https://s.learnnavi.org/audio/vocab/3940.mp3,3940.mp3
tswa',[t͡sw·aʔ],vtr. ,forget,https://s.learnnavi.org/audio/vocab/4984.mp3,4984.mp3
tswal,[t͡swal],n. ,power,https://s.learnnavi.org/audio/vocab/11612.mp3,11612.mp3
tswalnga',[ˈt͡swal.ŋaʔ],adj. ,powerful,https://s.learnnavi.org/audio/vocab/11620.mp3,11620.mp3
tswayon,[ˈt͡sw·aj.·on],vin. ,fly,https://s.learnnavi.org/audio/vocab/2484.mp3,2484.mp3
tswesya,[ˈt͡swɛ.sja],n. ,current,https://s.learnnavi.org/audio/vocab/11624.mp3,11624.mp3
tswesya si,[ˈt͡swɛ.sja s·i],vin. ,flow,https://s.learnnavi.org/audio/vocab/11628.mp3,11628.mp3
tswìk,[t͡sw·ɪk̚],vtr. ,suck,https://s.learnnavi.org/audio/vocab/11112.mp3,11112.mp3
tswìk kxenerit,[t͡sw·ɪk ˈk'ɛ.nɛ.ɾit̚],vin. ,smoke (lit. to suck smoke),https://s.learnnavi.org/audio/vocab/11116.mp3,11116.mp3
tswin,[t͡swin],n. ,"queue, braid",https://s.learnnavi.org/audio/vocab/6120.mp3,6120.mp3
tswintsyìp,[ˈt͡swin.t͡sjɪp̚],n. ,little queue,https://s.learnnavi.org/audio/vocab/6124.mp3,6124.mp3
tsyafe,[ˈt͡sja.fɛ],adj. ,"mild, moderate, comfortable",https://s.learnnavi.org/audio/vocab/7520.mp3,7520.mp3
tsyal,[t͡sjal],n. ,wing,https://s.learnnavi.org/audio/vocab/2488.mp3,2488.mp3
tsyänel,[ˈt͡sjæ.nɛl],n. ,TV channel,https://s.learnnavi.org/audio/vocab/5640.mp3,5640.mp3
tsyär,[t͡sj·æɾ],vtr. ,reject,https://s.learnnavi.org/audio/vocab/8004.mp3,8004.mp3
tsyey,[t͡sjɛj],n. ,"snack, light meal",https://s.learnnavi.org/audio/vocab/10588.mp3,10588.mp3
tsyeym,[t͡sjɛjm],n. ,treasure; something rare and of great value,https://s.learnnavi.org/audio/vocab/9860.mp3,9860.mp3
tsyeytsyìp,[ˈt͡sjɛj.t͡sjɪp̚],n. ,tiny bite,https://s.learnnavi.org/audio/vocab/10592.mp3,10592.mp3
tsyìl,[t͡sj·ɪl],vtr. ,"climb, scale (pulling entire body up)",https://s.learnnavi.org/audio/vocab/10332.mp3,10332.mp3
tsyìräfì,[t͡sjɪ.ˈɾæ.fɪ],n. ,giraffe,https://s.learnnavi.org/audio/vocab/5428.mp3,5428.mp3
tsyo,[t͡sjo],n. ,flour,https://s.learnnavi.org/audio/vocab/2492.mp3,2492.mp3
tsyoklìt,[ˈt͡sjok.lɪt̚],n. ,chocolate,https://s.learnnavi.org/audio/vocab/9880.mp3,9880.mp3
tsyokx,[t͡sjok'],n. ,hand,https://s.learnnavi.org/audio/vocab/4508.mp3,4508.mp3
tsyorina'wll,[t͡sjo.ɾi.ˈnaʔ.wḷ],n. ,"cycad, flour seed plant",https://s.learnnavi.org/audio/vocab/2496.mp3,2496.mp3
tsyosyu,[ˈt͡sjo.sju],n. ,food made from flour,https://s.learnnavi.org/audio/vocab/5028.mp3,5028.mp3
tsyul,[t͡sj·ul],vtr. ,"begin, start",https://s.learnnavi.org/audio/vocab/11744.mp3,11744.mp3
txa',[t'aʔ],adj. ,hard,https://s.learnnavi.org/audio/vocab/5236.mp3,5236.mp3
txal,[t'al],n. ,back (of the body),https://s.learnnavi.org/audio/vocab/4304.mp3,4304.mp3
txampay,[t'am.ˈpaj],n. ,"sea, ocean",https://s.learnnavi.org/audio/vocab/4540.mp3,4540.mp3
txampxì,[t'am.ˈp'ɪ],n. ,"majority, most, large part",https://s.learnnavi.org/audio/vocab/5136.mp3,5136.mp3
txan,[t'an],adj. ,much,https://s.learnnavi.org/audio/vocab/2500.mp3,2500.mp3
txanatan,[ˈt'a.na.tan],adj. ,"bright, vivid",https://s.learnnavi.org/audio/vocab/7284.mp3,7284.mp3
txanew,[ˈt'a.nɛw],adj. ,greedy,https://s.learnnavi.org/audio/vocab/4840.mp3,4840.mp3
txanfwerwì,[t'an.ˈfwɛɾ.wɪ],n. ,blizzard,https://s.learnnavi.org/audio/vocab/7396.mp3,7396.mp3
txanfwìngtu,[t'an.ˈfwɪŋ.tu],n. ,"bastard, loser (vulgar)",https://s.learnnavi.org/audio/vocab/13030.mp3,13030.mp3
txankeltrrtrr,[ˈt'an.kɛl.tṛ.tṛ],adj. ,extraordinary,https://s.learnnavi.org/audio/vocab/11420.mp3,11420.mp3
txankrr,[t'aŋ.ˈkṛ],adv. ,for a long time,https://s.learnnavi.org/audio/vocab/7932.mp3,7932.mp3
txanlal,[ˈt'an.lal],adj. ,"ancient, very old",https://s.learnnavi.org/audio/vocab/10724.mp3,10724.mp3
txanlokxe,[t'an.lo.ˈk'ɛ],n. ,"clan or tribal domain, country",https://s.learnnavi.org/audio/vocab/10984.mp3,10984.mp3
txanro'a,[t'an.ˈɾ·o.ʔ·a],vin. ,be famous,https://s.learnnavi.org/audio/vocab/8584.mp3,8584.mp3
txansngum,[t'an.ˈsŋum],n. ,desperation; feeling of great worry,https://s.learnnavi.org/audio/vocab/12965.mp3,12965.mp3
txansngum si,[t'an.ˈsŋum s·i],vin. ,feel desperate,https://s.learnnavi.org/audio/vocab/12966.mp3,12966.mp3
txanso'hayu,[t'an.ˈsoʔ.ha.ju],n. ,"fan, enthusiast",https://s.learnnavi.org/audio/vocab/11340.mp3,11340.mp3
txantompa,[t'an.ˈtom.pa],n. ,"rainstorm, heavy rain",https://s.learnnavi.org/audio/vocab/8160.mp3,8160.mp3
txantsan,[ˈt'an.t͡san],adj. ,excellent,https://s.learnnavi.org/audio/vocab/2504.mp3,2504.mp3
txantsawl,[ˈt'an.t͡sawl],adj. ,"giant, huge",https://s.learnnavi.org/audio/vocab/12970.mp3,12970.mp3
txantsawtsray,[t'an.ˈt͡saw.t͡sɾaj],n. ,"large city, metropolis",https://s.learnnavi.org/audio/vocab/13040.mp3,13040.mp3
txantslusam,[ˈt'an.t͡slu.sam],adj. ,wise,https://s.learnnavi.org/audio/vocab/2508.mp3,2508.mp3
txantstew,[ˈt'an.t͡stɛw],n. ,hero,https://s.learnnavi.org/audio/vocab/4608.mp3,4608.mp3
txantur,[ˈt'an.tuɾ],adj. ,powerful,https://s.learnnavi.org/audio/vocab/4844.mp3,4844.mp3
txantxew,[t'an.ˈt'ɛw],n. ,maximum,https://s.learnnavi.org/audio/vocab/9360.mp3,9360.mp3
txantxewm,[ˈt'an.t'ɛwm],adj. ,terrifying,https://s.learnnavi.org/audio/vocab/13218.mp3,13218.mp3
txantxewvay,[t'an.ˈt'ɛw.vaj],adv. ,maximally,https://s.learnnavi.org/audio/vocab/9372.mp3,9372.mp3
txanwawe,[t'an.wa.ˈwɛ],adj. ,"personally meaningful, significant",https://s.learnnavi.org/audio/vocab/7664.mp3,7664.mp3
txanwetseng,[t'an.ˈwɛ.t͡sɛŋ],n. ,"personally significant or beloved place, heimat (ger.)",https://s.learnnavi.org/audio/vocab/10904.mp3,10904.mp3
txap,[t'·ap̚],vtr. ,"press, press on, apply (physical) pressure to",https://s.learnnavi.org/audio/vocab/12985.mp3,12985.mp3
txärem,[ˈt'æ.ɾɛm],n. ,bone,https://s.learnnavi.org/audio/vocab/6676.mp3,6676.mp3
Txärpawk,[ˈt'æɾ.pawk̚],prop.n. ,Palulukan Bone Horn,https://s.learnnavi.org/audio/vocab/13100.mp3,13100.mp3
txasom,[ˈt'a.som],adj. ,very hot,https://s.learnnavi.org/audio/vocab/7528.mp3,7528.mp3
txasunu,[t'a.ˈs·u.n·u],vin. ,"love greatly, enjoy tremendously",https://s.learnnavi.org/audio/vocab/12971.mp3,12971.mp3
txatx,[t'at'],n. ,bubble,https://s.learnnavi.org/audio/vocab/10796.mp3,10796.mp3
txavä',[t'a.ˈvæʔ],adj. ,disgusting,https://s.learnnavi.org/audio/vocab/12968.mp3,12968.mp3
txaw,[t'·aw],vtr. ,punish,https://s.learnnavi.org/audio/vocab/13268.mp3,13268.mp3
txawew,[ˈt'a.wɛw],adj. ,very cold,https://s.learnnavi.org/audio/vocab/7512.mp3,7512.mp3
txay,[t'·aj],vin. ,"be horizontal, lie flat",https://s.learnnavi.org/audio/vocab/8632.mp3,8632.mp3
txayo,[ˈt'a.jo],n. ,"field, open terrain, plain",https://s.learnnavi.org/audio/vocab/4560.mp3,4560.mp3
txe'lan,[t'ɛʔ.ˈlan],n. ,heart,https://s.learnnavi.org/audio/vocab/2512.mp3,2512.mp3
txe'lankong,[t'ɛʔ.ˈlan.koŋ],n. ,heartbeat,https://s.learnnavi.org/audio/vocab/11632.mp3,11632.mp3
txe'lanti wrrzärìp,[t'ɛʔ.ˈlan.ti wṛ.ˈzæ.ɾɪp̚],ph. ,to greatly move emotionally (lit.: to pull out the heart),https://s.learnnavi.org/audio/vocab/13239.mp3,13239.mp3
txekxumpay,[t'ɛ.ˈk'um.paj],n. ,"magma, lava",https://s.learnnavi.org/audio/vocab/10400.mp3,10400.mp3
txele,[ˈt'ɛ.lɛ],n. ,matter (subject),https://s.learnnavi.org/audio/vocab/2516.mp3,2516.mp3
txen,[t'ɛn],adj. ,awake,https://s.learnnavi.org/audio/vocab/2520.mp3,2520.mp3
txep,[t'ɛp̚],n. ,fire,https://s.learnnavi.org/audio/vocab/2524.mp3,2524.mp3
txepìva,[ˈt'ɛ.pɪ.va],n. ,"ash, cinder",https://s.learnnavi.org/audio/vocab/7412.mp3,7412.mp3
txepram,[t'ɛp.ˈɾam],n. ,volcano,https://s.learnnavi.org/audio/vocab/10396.mp3,10396.mp3
txeptseng,[ˈt'ɛp.t͡sɛŋ],n. ,place where a fire is burning or has burned,https://s.learnnavi.org/audio/vocab/9128.mp3,9128.mp3
txeptsyìp,[ˈt'ɛp.t͡sjɪp̚],n. ,flame,https://s.learnnavi.org/audio/vocab/6144.mp3,6144.mp3
txeptun,[ˈt'ɛp.tun],adj. ,orange (“fire tun”),https://s.learnnavi.org/audio/vocab/11476.mp3,11476.mp3
txepvi,[ˈt'ɛp.vi],n. ,spark,https://s.learnnavi.org/audio/vocab/4236.mp3,4236.mp3
txew,[t'ɛw],n. ,"edge, brink, limit, border, end",https://s.learnnavi.org/audio/vocab/8596.mp3,8596.mp3
Txewì,[ˈt'ɛ.wɪ],prop.n. ,male Na'vi,https://s.learnnavi.org/audio/vocab/13101.mp3,13101.mp3
txewk,[t'ɛwk̚],n. ,club (weapon),https://s.learnnavi.org/audio/vocab/2528.mp3,2528.mp3
txewluke,[ˈt'ɛw.lu.kɛ],adj. ,"endless, boundless, without limit",https://s.learnnavi.org/audio/vocab/10288.mp3,10288.mp3
txewm,[t'ɛwm],adj. ,"scary, frightening",https://s.learnnavi.org/audio/vocab/8216.mp3,8216.mp3
txewnga',[ˈt'ɛw.ŋaʔ],adj. ,"having a limit, not without bounds, finite",https://s.learnnavi.org/audio/vocab/8600.mp3,8600.mp3
txey,[t'·ɛj],v. ,halt,https://s.learnnavi.org/audio/vocab/2532.mp3,2532.mp3
txi,[t'i],n. ,"hurry, hurriedness, frenzy",https://s.learnnavi.org/audio/vocab/8136.mp3,8136.mp3
Txilte,[ˈt'il.tɛ],prop.n. ,female Na'vi,https://s.learnnavi.org/audio/vocab/13102.mp3,13102.mp3
txìm,[t'ɪm],n. ,"butt, rear end, ass",https://s.learnnavi.org/audio/vocab/2536.mp3,2536.mp3
txin,[t'in],adj. ,"main, primary",https://s.learnnavi.org/audio/vocab/6824.mp3,6824.mp3
txinfpìl,[ˈt'in.fpɪl],n. ,main point,https://s.learnnavi.org/audio/vocab/13247.mp3,13247.mp3
txìng,[t'·ɪŋ],vtr. ,"leave, abandon",https://s.learnnavi.org/audio/vocab/2540.mp3,2540.mp3
txintìn,[ˈt'in.tɪn],n. ,"occupation, primary role in society",https://s.learnnavi.org/audio/vocab/6828.mp3,6828.mp3
txintseng,[ˈt'in.t͡sɛŋ],n. ,base of operations,https://s.learnnavi.org/audio/vocab/11236.mp3,11236.mp3
txll'u,[ˈt'ḷ.ʔu],n. ,hookagourd,https://s.learnnavi.org/audio/vocab/2544.mp3,2544.mp3
txo,[t'o],conj. ,if,https://s.learnnavi.org/audio/vocab/2548.mp3,2548.mp3
txoa,[ˈt'o.a],n. ,forgiveness,https://s.learnnavi.org/audio/vocab/2552.mp3,2552.mp3
txokefyaw,[ˈt'o.kɛ.fjaw],conj. ,"if not, or else, otherwise",https://s.learnnavi.org/audio/vocab/2556.mp3,2556.mp3
txolar,[ˈt'o.laɾ],n. ,dollar,https://s.learnnavi.org/audio/vocab/9984.mp3,9984.mp3
txon,[t'on],n. ,night,https://s.learnnavi.org/audio/vocab/2560.mp3,2560.mp3
txon'ong,[t'on.ˈʔoŋ],n. ,"nightfall, sunset, dusk, gloaming",https://s.learnnavi.org/audio/vocab/5396.mp3,5396.mp3
txon'ongmaw,[t'on.ˈʔoŋ.maw],n. ,"twilight, the time before dark, after sunset",https://s.learnnavi.org/audio/vocab/5400.mp3,5400.mp3
txonam,[t'o.ˈnam],adv. ,last night,https://s.learnnavi.org/audio/vocab/4580.mp3,4580.mp3
txonay,[t'o.ˈnaj],adv. ,tomorrow night,https://s.learnnavi.org/audio/vocab/4584.mp3,4584.mp3
txonkrr,[ˈt'on.kṛ],adv. ,at night,https://s.learnnavi.org/audio/vocab/8620.mp3,8620.mp3
txopu,[ˈt'o.pu],n. ,fear,https://s.learnnavi.org/audio/vocab/2564.mp3,2564.mp3
txopu si,[ˈt'o.pu ˈs·i],vin. ,be afraid,https://s.learnnavi.org/audio/vocab/3984.mp3,3984.mp3
txopu sleyku,[ˈt'o.pu slɛj.ˈk·u],vtr. ,frighten,https://s.learnnavi.org/audio/vocab/11260.mp3,11260.mp3
txukx,[t'uk'],adj. ,deep (physically),https://s.learnnavi.org/audio/vocab/6396.mp3,6396.mp3
